time,energy
379424620.943241,13753
379424625.831709,481
379424634.667617,192
379424654.796011,13643
379424661.971956,4337
379424674.562195,5392
379424690.235678,13783
379424702.743143,119
379424716.350348,3355
379424734.610452,10101
379424750.686886,2280
379424764.838899,13800
379424782.409971,1900
379424796.826485,11058
379424812.046929,13564
379424821.710808,729
379424832.896455,11470
379424839.09055,1468
379424852.56791,13438
379424862.582444,2484
379424872.456605,1439
379424879.245298,136
379424887.552148,5852
379424896.783127,4481
379424908.040282,2478
379424918.390412,5948
379424929.975181,5238
379424939.468654,13777
379424959.979127,13294
379424964.985786,13353
379424975.863905,13301
379424985.201841,2962
379424992.351214,13297
379425003.352361,339
379425012.674905,1434
379425025.23621,9708
379425042.37024,4285
379425057.834608,6937
379425077.353691,13196
379425093.859848,6625
379425104.680772,6930
379425114.299253,8204
379425127.07483,253
379425148.348703,7904
379425160.326195,3336
379425172.930813,6596
379425184.537349,13048
379425195.362873,2898
379425207.556551,13052
379425216.18547,12618
379425229.709098,13027
379425240.31315,10431
379425247.311804,7072
379425265.095109,12966
379425277.797641,13311
379425299.566059,12989
379425311.907809,11585
379425321.738907,792
379425336.549778,1391
379425347.657613,11851
379425359.661524,11580
379425368.985086,2849
379425379.427297,3002
379425395.706801,13055
379425409.197789,5436
379425420.661851,12984
379425434.610992,13002
379425453.181059,5056
379425464.642351,241
379425474.849174,1476
379425485.441071,1489
379425491.342776,1626
379425501.726502,6417
379425517.970946,13084
379425526.675113,4580
379425539.977752,13219
379425556.245298,11963
379425567.980122,13192
379425574.130986,3959
379425596.697332,13243
379425606.117498,569
379425621.558453,13197
379425628.277795,13265
379425640.051412,7524
379425651.979759,2157
379425661.339955,1419
379425674.066916,269
379425675.735292,1438
379425684.489594,13361
379425695.757785,714
379425711.966379,9731
379425719.525166,3661
379425736.50283,13755
379425750.902345,13603
379425764.086025,2805
379425776.667772,13732
379425788.327846,5073
379425797.039474,13421
379425811.692105,100
379425827.312841,372
379425836.82247,12168
379425849.828931,136
379425863.103305,1497
379425877.868336,336
379425884.256712,11062
379425896.612289,13596
379425913.655109,1493
379425928.222027,13679
379425940.366665,13564
379425949.116778,3908
379425963.224459,8446
379425976.490969,4116
379425985.864166,11314
379425989.627867,7786
379425994.364564,111
379426001.8825,170
379426011.393588,5439
379426023.002471,11109
379426034.475556,3035
379426058.445644,13684
379426076.027934,10650
379426080.392459,13626
379426089.636182,12868
379426098.81671,1471
379426121.112601,102
379426127.93218,6646
379426144.14126,290
379426154.299976,7622
379426162.751929,13594
379426174.81371,379
379426185.611396,6426
379426196.247687,13498
379426204.346731,10543
379426212.253424,13456
379426227.334805,480
379426232.862046,7852
379426243.060046,156
379426257.75485,113
379426265.996207,7433
379426274.615832,13387
379426280.564041,13333
379426296.693412,9721
379426312.24232,3077
379426321.364211,13358
379426334.537364,13332
379426346.197378,104
379426355.920952,13874
379426372.364869,13253
379426386.310374,211
379426401.466244,299
379426415.472175,13153
379426430.893313,7762
379426439.528315,663
379426456.786785,6889
379426462.046504,149
379426471.55939,13097
379426487.467383,13100
379426503.524058,1502
379426513.217647,3420
379426535.312835,13045
379426543.649235,10733
379426567.696893,13025
379426581.802961,13232
379426595.625145,1444
379426607.114381,971
379426627.250534,12918
379426642.126276,12872
379426651.143572,658
379426663.838165,12977
379426682.26249,12896
379426696.217647,1842
379426711.496047,2104
379426732.096666,12945
379426742.469345,2867
379426754.012466,6863
379426766.958745,12982
379426783.918478,2979
379426799.396038,5114
379426806.109834,5035
379426822.501815,13502
379426837.011334,13113
379426857.244482,5290
379426869.451304,13135
379426890.684898,1471
379426901.611521,101
379426922.514153,13180
379426931.426573,13233
379426940.184805,13255
379426959.071686,2498
379426969.502083,1412
379426981.340668,9640
379426998.016622,13213
379427007.511984,13290
379427014.504084,4259
379427025.258885,1519
379427034.564607,10005
379427046.949438,10909
379427054.24849,1529
379427060.525267,13379
379427068.925674,3544
379427083.304537,169
379427096.133166,815
379427104.552197,7269
379427119.899952,4170
379427139.138697,197
379427150.758203,13459
379427165.357902,13678
379427181.328729,2490
379427195.160806,13561
379427207.477443,8120
379427218.798988,13616
379427227.299679,11430
379427247.148415,3484
379427261.273588,13626
379427267.62933,13634
379427279.785614,1491
379427295.158473,7677
379427308.862192,13848
379427331.479059,4060
379427345.077425,13691
379427359.713649,13708
379427371.387713,13810
379427397.196748,1459
379427407.276451,13454
379427417.597131,9785
379427444.109484,1494
379427461.859993,9460
379427478.812405,13653
379427485.570187,13535
379427506.075903,4826
379427522.015214,3270
379427537.609476,3430
379427550.466449,13515
379427564.550688,2847
379427578.659694,13428
379427591.638962,13487
379427608.694734,13396
379427616.995853,449
379427637.229258,13334
379427645.650077,599
379427658.951723,13254
379427675.877131,13309
379427688.898634,1532
379427695.409982,217
379427712.58579,1653
379427723.069572,13234
379427731.276589,1537
379427745.443974,5231
379427757.041696,6698
379427772.917401,2324
379427788.74399,6964
379427795.614244,1721
379427810.65735,9866
379427819.712846,13048
379427842.199849,10638
379427851.662542,12991
379427856.408623,3587
379427866.771336,3844
379427886.832024,3793
379427899.119371,1283
379427916.815529,244
379427922.381689,12959
379427932.51192,5938
379427943.301182,5686
379427964.237325,12003
379427978.063497,1053
379427992.005486,12920
379428007.41931,11446
379428022.176688,10557
379428034.56788,150
379428056.903014,623
379428064.600934,12944
379428079.508734,7742
379428088.451747,4654
379428099.888796,12999
379428107.550519,11608
379428124.236367,10520
379428142.82631,752
379428154.418396,13157
379428170.404208,6317
379428175.606406,6718
379428178.931299,13120
379428193.816272,1501
379428206.795185,2928
379428221.917898,7943
379428234.637934,13206
379428253.075037,3375
379428267.19462,4111
379428277.777244,13189
379428287.494467,13325
379428297.154572,4775
379428305.110822,13198
379428308.801906,13304
379428318.453382,13272
379428326.773367,6281
379428339.150606,1424
379428350.448278,746
379428361.010803,4321
379428376.299738,117
379428391.619579,1449
379428396.930535,3923
379428420.075233,121
379428430.96801,13486
379428452.025869,221
379428460.409025,213
379428473.736805,1509
379428490.187469,13551
379428504.790602,1494
379428514.442774,1517
379428532.636454,13611
379428559.877633,2785
379428569.664505,7901
379428579.026713,4674
379428586.506601,2432
379428595.433966,13798
379428610.536681,300
379428630.269682,9362
379428641.223833,13704
379428653.709619,13673
379428667.232423,1330
379428680.742357,1881
379428699.031469,1478
379428713.885584,7290
379428732.827927,13562
379428744.130375,323
379428765.47955,5595
379428785.532185,13493
379428794.805779,3902
379428806.140242,13589
379428817.71067,12393
379428827.557672,13436
379428845.741476,13535
379428857.137208,616
379428866.484388,10570
379428881.093225,8042
379428895.205431,11213
379428907.232556,5732
379428920.968324,13384
379428931.311623,7865
379428946.67402,13481
379428955.604198,13536
379428971.747126,5494
379428989.33096,9206
379429004.803133,1720
379429016.146999,13265
379429036.447737,2364
379429051.163295,13231
379429061.541925,13409
379429074.343901,13601
379429087.651967,13143
379429100.64084,13617
379429114.116752,4635
379429124.444019,113
379429139.001825,13061
379429159.532498,4902
379429168.707085,989
379429184.1716,12952
379429193.1389,13089
379429206.31028,13024
379429215.248647,1474
379429225.043066,13087
379429236.708021,12955
379429244.854571,12965
379429253.173446,13017
379429269.322322,12893
379429283.236615,12980
379429289.225126,12846
379429300.279043,449
379429313.416584,1212
379429321.720061,7194
379429327.960012,12895
379429338.818455,12841
379429354.213528,1824
379429370.799949,13545
379429374.684734,13360
379429383.613554,1484
379429393.007582,9760
379429398.676904,13016
379429408.469554,13326
379429428.215226,3343
379429430.526121,154
379429446.608379,13449
379429452.775732,5839
379429460.489286,13721
379429473.460135,13088
379429491.971574,13066
379429509.525509,13115
379429518.051127,13361
379429530.048932,6393
379429545.072978,1440
379429557.019791,1495
379429568.509276,1435
379429583.860652,13231
379429602.274679,11804
379429614.17989,13288
379429631.317874,13323
379429649.376931,13584
379429657.798498,2309
379429667.991909,6072
379429682.616783,13369
379429695.011025,13281
379429709.209292,8854
379429718.256655,1042
379429737.044873,165
379429745.601614,1466
379429759.422669,193
379429765.261539,1605
379429782.410205,13523
379429789.232082,371
379429812.315191,3371
379429823.076015,11599
379429828.684057,9227
379429833.636276,13601
379429843.333825,6597
379429848.723392,13623
379429867.030694,13549
379429882.864239,864
379429894.556057,5005
379429910.314113,2956
379429919.974912,13711
379429933.207737,13730
379429950.603226,7525
379429969.862557,13796
379429984.529088,13704
379429993.859557,5198
379430012.624475,4581
379430023.6482,6330
379430042.952132,4475
379430051.270724,7541
379430070.825597,13566
379430079.277376,1483
379430100.190192,12736
379430110.237365,13732
379430125.165362,119
379430136.784036,13552
379430152.973867,13532
379430173.374441,1457
379430194.813617,13470
379430214.781613,6386
379430233.782837,94
379430253.001026,13377
379430263.906643,10163
379430280.012708,872
379430293.551935,2402
379430302.405345,1363
379430318.219621,129
379430341.021564,12596
379430346.014825,13192
379430369.99965,13417
379430377.45138,888
379430384.394537,1484
379430397.057373,5020
379430405.262311,5464
379430413.426648,979
379430422.082758,10290
379430428.329897,13177
379430434.874981,13123
379430443.546139,507
379430448.347767,13302
379430462.138266,13134
379430472.925876,5779
379430481.550145,7781
379430495.057195,9526
379430503.539418,13052
379430517.180033,2061
379430527.05943,13015
379430532.416678,1664
379430544.008536,13034
379430561.389607,2662
379430573.786268,13846
379430590.611236,1566
379430594.692402,5027
379430612.280969,3409
379430625.81759,847
379430635.402053,13410
379430650.165498,12923
379430666.483432,160
379430667.909891,12881
379430687.033288,12897
379430701.856507,6932
379430713.497526,609
379430725.57692,4945
379430737.209772,274
379430748.221921,12969
379430770.593117,135
379430786.22553,13039
379430804.18195,13211
379430832.666102,13108
379430853.451753,454
379430873.973696,5117
379430882.927889,13158
379430895.110397,10120
379430904.057277,4958
379430913.649367,8585
379430922.304504,3485
379430935.544247,4993
379430951.331558,13280
379430970.536618,9696
379430982.111951,3679
379430992.109417,122
379431009.527558,7246
379431024.24606,7567
379431035.847374,1237
379431056.69565,2126
379431069.311361,10637
379431083.1446,392
379431098.176282,1735
379431109.662792,9517
379431127.587264,13685
379431145.951829,5730
379431156.215445,999
379431180.55542,5019
379431195.188563,1040
379431206.879886,13605
379431215.044381,13744
379431241.119294,13679
379431250.502597,358
379431262.914537,13732
379431282.899731,13722
379431289.830597,13694
379431301.373819,1058
379431308.889508,10599
379431329.977759,10313
379431343.757992,7065
379431353.575196,4931
379431373.430743,13724
379431381.660626,5856
379431391.272227,1760
379431399.954669,175
379431416.01032,12786
379431428.694075,6447
379431445.499801,13559
379431459.679788,13498
379431472.383104,198
379431480.744646,13766
379431491.33429,9542
379431497.63287,13522
379431507.111801,733
379431519.200364,733
379431528.165559,13514
379431541.289533,13437
379431555.778856,12075
379431566.385777,8014
379431574.461526,3896
379431588.817549,13339
379431599.899407,3767
379431606.007567,13415
379431615.134125,426
379431630.721718,113
379431636.670243,13306
379431648.032705,2420
379431661.378887,1561
379431672.353401,11612
379431677.828106,1702
379431688.836664,13269
379431700.534391,1209
379431708.302113,12321
379431718.027396,9811
379431736.587404,1435
379431755.91031,8226
379431768.522243,4655
379431779.704967,13150
379431793.03889,604
379431810.78788,5303
379431819.72796,5489
379431829.074691,13030
379431850.325259,11509
379431858.241795,2298
379431869.349676,13601
379431892.743345,13042
379431913.065838,187
379431920.906783,12997
379431937.86652,4256
379431946.084726,12957
379431952.304207,12949
379431963.446557,4400
379431980.402057,2779
379431988.295692,12915
379432004.625344,1646
379432011.06173,13052
379432021.693054,12914
379432033.84476,12919
379432049.934374,6130
379432071.147317,8086
379432071.373058,10819
379432077.275748,1517
379432092.782272,13005
379432105.532323,9745
379432116.722679,5923
379432129.637713,4161
379432138.010535,13070
379432143.707443,13138
379432163.077666,13109
379432170.650112,13568
379432188.421415,5839
379432201.120631,256
379432213.493566,13102
379432223.992815,4759
379432239.272323,13182
379432251.134487,3825
379432263.46236,12026
379432282.91297,11459
379432292.68615,1256
379432307.505401,151
379432324.781916,346
379432331.681463,99
379432341.885477,13332
379432355.648666,2658
379432376.519627,11026
379432395.278758,6509
379432413.917539,13477
379432424.742057,13522
379432445.882323,1368
379432463.255919,10048
379432479.906057,12475
379432494.376706,13823
379432508.550649,9221
379432518.841076,13570
379432531.798982,1538
379432539.374751,13657
379432558.605365,306
379432568.029121,13658
379432588.121092,13687
379432594.14091,7146
379432623.084001,1421
379432633.288569,13778
379432648.050364,13754
379432668.674589,11301
379432683.477151,13604
379432693.582267,13722
379432706.551242,9082
379432720.195702,13749
379432734.756046,13534
379432746.426153,4726
379432753.376891,13597
379432767.567082,13560
379432784.093091,13641
379432798.638188,9560
379432810.038729,13571
379432823.750118,2441
379432836.648929,13463
379432840.98873,5875
379432851.773746,13459
379432867.876642,13381
379432874.657831,13423
379432886.854613,13690
379432899.311012,1436
379432906.167863,6453
379432916.093271,4157
379432924.122012,13386
379432933.696471,13381
379432939.524592,2540
379432942.562072,3271
379432947.917024,10305
379432955.489797,4365
379432963.854608,13308
379432972.345659,102
379432980.30472,193
379432991.078206,514
379433001.852409,114
379433018.652627,12127
379433035.149832,8263
379433052.593608,13162
379433066.133291,9839
379433075.833965,2809
379433094.937791,13135
379433113.115113,329
379433123.368987,5376
379433134.219497,13039
379433150.869761,13088
379433164.68771,13038
379433174.554729,4956
379433193.435518,12916
379433204.000686,172
379433211.214356,104
379433219.291057,11025
379433227.170083,3171
379433239.108862,9172
379433259.805317,9020
379433267.528446,12479
379433275.224329,11733
379433289.524841,12941
379433293.851061,12923
379433305.334459,12843
379433313.630816,12915
379433325.959144,12882
379433343.367113,12069
379433362.779611,1171
379433371.149701,12582
379433379.71731,1775
379433390.097445,13010
379433403.514431,13004
379433420.534663,620
379433440.295771,9749
379433455.847041,3159
379433460.432348,4131
379433462.592458,1967
379433471.124201,592
379433478.875014,182
379433499.199059,12606
379433517.734015,1444
379433538.761366,13121
379433553.45782,1260
379433577.605464,13213
379433586.059064,13240
379433598.140725,13351
379433614.639566,222
379433621.560772,13270
379433638.355796,3923
379433648.905562,13287
379433659.498142,13370
379433680.841552,13371
379433688.269722,835
379433698.38927,6102
379433710.208559,11967
379433726.767312,10600
379433737.245755,204
379433748.470116,1758
379433757.298585,2899
379433766.196862,1489
379433784.726426,13491
379433792.171039,13506
379433807.204904,13500
379433812.452123,13678
379433821.644181,1651
379433839.363654,11566
379433855.547332,13608
379433869.393157,1551
379433875.337135,13608
379433888.964525,236
379433907.659303,13590
379433929.915539,5512
379433947.283253,13701
379433966.161547,127
379433981.247168,4426
379433997.30841,2226
379434015.932645,1541
379434028.613339,5050
379434045.603983,3038
379434054.490488,1028
379434065.802516,4888
379434083.032203,12526
379434088.986504,13589
379434095.051094,240
379434114.803453,111
379434125.984952,3293
379434141.278251,8414
379434165.086978,10200
379434182.399239,709
379434195.132008,13886
379434204.049533,1401
379434221.323259,13393
379434244.048274,13382
379434260.430661,13297
379434276.598055,1126
379434287.375578,8151
379434307.787566,13331
379434317.283035,10228
379434332.986226,8099
379434343.63025,13242
379434357.728581,13507
379434369.138151,13221
379434379.780545,1464
379434400.88385,9801
379434413.965108,1659
379434430.577027,10349
379434445.323066,6594
379434457.217131,9724
379434467.694792,1662
379434477.14804,8433
379434489.765154,12544
379434502.114947,9022
379434512.776924,13037
379434523.03542,13648
379434535.549723,340
379434552.707039,12890
379434562.351631,12979
379434582.609986,6496
379434592.487028,13066
379434594.049537,13796
379434611.622319,260
379434620.517654,2159
379434635.427471,12899
379434653.646063,7349
379434669.151233,12330
379434685.633476,5365
379434693.639647,12985
379434700.590781,586
379434711.946,1505
379434712.54616,10348
379434727.927025,13138
379434743.382929,6592
379434757.147778,2118
379434769.000763,12992
379434776.012262,13065
379434789.853322,3614
379434794.696232,13138
379434810.648227,9318
379434825.120669,210
379434843.998903,13135
379434857.722774,13234
379434866.993115,13226
379434882.511645,348
379434898.060093,13214
379434903.885292,13363
379434909.88949,263
379434921.536249,11025
379434933.89253,12537
379434939.693536,13249
379434943.824741,1269
379434955.322094,10885
379434963.23217,9674
379434976.906032,13613
379434994.698256,2872
379435009.288313,13171
379435028.937213,13335
379435049.963378,1035
379435059.302365,8450
379435077.578338,504
379435086.037797,4378
379435101.412048,10189
379435121.264016,13543
379435141.684311,13689
379435152.193312,10584
379435172.894424,5174
379435190.561566,1341
379435204.499335,7719
379435222.689584,4959
379435233.295318,1567
379435242.50479,568
379435246.012295,705
379435258.995505,5739
379435268.279458,13704
379435278.152084,2737
379435283.244897,2702
379435296.178771,9000
379435307.743195,169
379435317.552049,1704
379435334.868063,13707
379435348.621518,13655
379435357.673757,6532
379435371.213436,13647
379435389.166479,10760
379435404.060902,6052
379435419.365929,5969
379435425.35678,2131
379435438.300227,6762
379435453.669518,232
379435468.466715,13622
379435488.177181,13517
379435506.130271,1380
379435522.414337,6032
379435534.107195,13334
379435556.364437,275
379435566.15167,1470
379435578.562066,6930
379435589.971105,13319
379435605.820578,8388
379435618.913312,13328
379435636.953631,13320
379435653.714664,172
379435664.658692,3034
379435681.338822,4754
379435694.22651,10919
379435711.923225,13144
379435733.649788,13147
379435737.140961,13284
379435753.55194,13512
379435758.606352,4757
379435777.584287,175
379435786.754996,13035
379435815.386435,12993
379435834.187135,13441
379435860.54276,6196
379435878.639434,2947
379435897.236999,13634
379435912.186913,309
379435933.986186,12866
379435943.466803,10297
379435957.442948,1526
379435968.890914,8170
379435980.748777,13341
379435991.529568,12894
379436002.914444,12899
379436021.940404,8297
379436039.506286,13000
379436048.626593,12675
379436057.753166,12547
379436083.970663,13091
379436093.462034,210
379436107.550016,12698
379436128.113394,13098
379436139.284932,13094
379436146.487195,1453
379436165.849314,10821
379436177.514199,943
379436194.656199,5421
379436217.457099,3465
379436235.615675,13193
379436247.682891,13814
379436263.568796,10175
379436267.550092,13256
379436284.714102,13298
379436294.965461,13287
379436305.276193,13334
379436331.584782,13391
379436348.427273,9108
379436364.896808,13335
379436383.543135,179
379436394.365822,324
379436405.074801,1407
379436422.31618,7618
379436436.36171,5821
379436450.472212,1728
379436461.620725,7758
379436471.767201,13511
379436480.181946,2769
379436490.763111,646
379436495.114153,11444
379436504.4225,165
379436523.699342,1499
379436530.665207,13672
379436546.581852,13687
379436562.260549,13672
379436572.955799,9820
379436586.80208,1466
379436607.466546,5520
379436627.647373,11017
379436647.250511,548
379436662.83205,12605
379436681.02122,6968
379436695.092417,324
379436704.496219,13603
379436714.449822,13578
379436726.725494,1479
379436741.462403,1993
379436756.613294,1097
379436771.303331,395
379436780.999395,13458
379436788.996694,5213
379436809.766612,6699
379436824.12472,13728
379436842.293237,13494
379436856.577068,8608
379436870.646434,13358
379436881.634866,11202
379436896.803987,13350
379436911.220922,13346
379436926.560607,2065
379436936.563423,714
379436949.553423,4025
379436963.180152,13320
379436974.202903,252
379436986.646638,699
379437004.370752,13196
379437016.684288,138
379437031.619089,13172
379437039.606274,7970
379437058.105413,13165
379437070.353684,13137
379437098.885661,8260
379437106.830981,461
379437123.481623,1514
379437138.361903,13092
379437154.058424,239
379437170.086416,760
379437182.163346,12917
379437190.876779,13037
379437202.539333,13209
379437215.683909,5078
379437221.958323,2278
379437231.170216,1318
379437253.654107,11516
379437264.732422,12919
379437283.706815,12892
379437305.065892,11282
379437320.927648,1524
379437336.211791,12959
379437349.673922,265
379437370.567959,4750
379437385.28008,13436
379437398.178545,4888
379437410.901143,12971
379437410.027178,4521
379437420.145054,12848
379437437.132901,13110
379437448.671884,13064
379437458.59396,495
379437476.713966,7173
379437484.035237,7885
379437493.787106,13200
379437507.369163,13159
379437517.616389,1066
379437524.35979,13430
379437531.856911,414
379437545.930468,13272
379437549.057615,13291
379437565.360035,4477
379437576.539096,13336
379437590.55562,1039
379437596.818975,144
379437614.010394,8820
379437627.413655,953
379437641.866246,2426
379437651.750602,7426
379437655.540608,2089
379437664.04786,13515
379437677.748417,13491
379437684.85108,3528
379437700.85978,1496
379437713.67661,2810
379437721.245877,13440
379437732.470115,13476
379437739.64196,13488
379437750.728135,1674
379437768.876276,7677
379437783.584209,111
379437793.102524,2544
379437805.959942,738
379437813.024565,5998
379437821.505801,1692
379437839.71941,9268
379437845.980523,13589
379437859.309118,6932
379437866.563851,13683
379437878.54126,7064
379437894.238139,13640
379437903.440244,13643
379437911.679395,13691
379437930.066996,13686
379437940.260012,669
379437947.802465,1500
379437969.278061,13711
379437975.834984,9680
379437987.895829,7223
379437999.066353,13686
379438020.915482,4076
379438029.448929,7523
379438042.566083,10282
379438062.995859,1434
379438083.755036,1449
379438091.892934,562
379438107.098328,1348
379438118.669181,140
379438133.711668,13503
379438141.01866,9788
379438150.340183,11527
379438162.989908,8355
379438176.68848,1525
379438194.869069,13433
379438199.870982,3421
379438215.081928,3219
379438229.336558,797
379438237.952295,13310
379438243.921702,2740
379438254.823785,3478
379438267.949689,13294
379438286.399617,3200
379438290.712824,13335
379438302.215782,2661
379438309.654568,431
379438320.621293,13212
379438331.065808,196
379438339.594134,9752
379438350.445508,7602
379438364.456836,1450
379438380.764741,13280
379438391.763312,10200
379438406.861148,7896
379438414.891836,13151
379438424.13595,8833
379438433.357596,162
379438450.868113,118
379438456.518774,12287
379438466.161637,434
379438473.389697,13016
379438486.914039,2552
379438496.123711,5106
379438503.53972,6454
379438517.268068,12990
379438528.76686,156
379438541.133777,13023
379438551.520315,10238
379438563.783791,12927
379438576.774742,12966
379438586.705305,12874
379438594.243718,10433
379438605.952612,6420
379438615.826859,12860
379438626.202538,12835
379438636.791015,1818
379438647.442682,13373
379438665.936605,263
379438676.091865,6458
379438687.965798,2260
379438697.134991,118
379438710.301018,10546
379438715.390895,112
379438724.461279,9502
379438736.519284,136
379438754.564099,13074
379438765.454001,3800
379438776.785413,13128
379438786.106214,2045
379438805.281539,10918
379438818.13798,1507
379438837.477025,13182
379438845.916021,13161
379438852.376426,7667
379438870.178879,10214
379438884.247694,11302
379438896.54883,1495
379438915.849727,348
379438929.519611,10426
379438936.734092,7695
379438949.467603,4454
379438965.620411,13341
379438974.801483,13343
379438992.740029,13416
379439005.113159,13057
379439028.496446,5345
379439045.443591,13395
379439061.101777,5535
379439073.038525,8252
379439084.741156,13463
379439101.380438,13451
379439118.429314,5350
379439124.831624,9808
379439138.301039,4282
379439157.702957,11634
379439167.277697,6927
379439189.240787,5831
379439207.919266,871
379439217.395442,13728
379439228.122242,13692
379439236.697442,7401
379439245.209363,13664
379439259.895056,1509
379439271.502961,8153
379439284.108572,5213
379439298.682436,1584
379439304.997853,13712
379439317.465504,13681
379439334.851004,5555
379439348.284382,3112
379439362.913098,474
379439369.940362,13839
379439378.760312,4009
379439387.961815,142
379439410.175342,13501
379439419.659414,263
379439426.516675,5077
379439437.635578,1138
379439448.39054,996
379439464.555302,1268
379439479.435897,13421
379439495.550198,7725
379439503.570542,850
379439512.677789,199
379439528.558409,10928
379439549.275856,13336
379439566.38082,1486
379439577.112373,12294
379439589.248767,9344
379439594.705962,671
379439603.089569,13251
379439612.123588,13281
379439625.57046,8029
379439629.804316,738
379439644.079184,6979
379439654.529184,11455
379439660.125632,13462
379439671.236749,3917
379439679.226315,9348
379439696.283778,5059
379439702.468189,9478
379439710.351731,3086
379439721.513766,2040
379439742.809468,3096
379439751.348377,967
379439766.117754,1447
379439777.18062,13127
379439790.213454,206
379439799.183967,13022
379439812.479193,7586
379439825.179949,13286
379439836.467398,12898
379439847.721367,381
379439860.403119,170
379439870.180028,6631
379439884.253448,1631
379439902.255782,2599
379439919.105821,1471
379439937.840332,12824
379439954.997366,7892
379439961.825816,12922
379439976.584362,12909
379439993.247577,3775
379440001.581882,11157
379440010.437214,7870
379440024.499708,7749
379440037.212449,12956
379440048.575534,13414
379440062.881687,2898
379440074.747901,966
379440086.713005,975
379440100.412059,2303
379440118.928251,13137
379440128.964536,13174
379440145.153798,171
379440163.532977,9028
379440177.017731,13194
379440190.306807,13253
379440198.461745,155
379440218.573964,6858
379440229.729189,13283
379440239.390357,13259
379440246.089991,13253
379440260.272427,13202
379440275.85295,3308
379440296.2195,6704
379440319.665277,2500
379440333.092827,140
379440339.968973,3593
379440352.99729,5288
379440362.701654,13471
379440376.77003,12354
379440402.426083,2161
379440413.025345,9525
379440426.22883,13497
379440431.737714,13539
379440447.223251,684
379440460.763808,13673
379440476.690387,8145
379440496.623692,13621
379440506.997833,120
379440522.101283,1082
379440533.293654,13669
379440545.6209,1403
379440558.59584,13731
379440571.949943,13738
379440596.203992,9539
379440615.279969,1710
379440627.346698,442
379440636.469006,13629
379440641.378959,7200
379440653.49834,2715
379440661.852471,9260
379440672.174949,13841
379440689.181958,11418
379440700.768444,8342
379440709.357675,1511
379440716.795838,13816
379440729.072747,9921
379440741.900307,773
379440759.455867,13544
379440768.188147,13729
379440776.378652,127
379440800.54893,13537
379440812.415281,4509
379440825.116755,10330
379440839.898052,13532
379440848.184058,2310
379440861.95339,13395
379440871.256077,13386
379440876.53648,1719
379440883.272664,3147
379440894.566016,97
379440905.133157,12663
379440913.74007,13222
379440925.434584,2387
379440937.733732,5015
379440946.172317,161
379440951.358397,855
379440961.699958,13500
379440971.316248,4332
379440979.422897,1257
379440988.382299,7625
379441001.496508,13250
379441014.721631,2741
379441029.779296,3112
379441035.792743,135
379441041.867497,13167
379441062.540386,13129
379441075.262621,4652
379441082.167381,13150
379441094.375089,7576
379441110.876012,103
379441116.74529,1101
379441128.003737,5138
379441141.944758,13030
379441142.725277,12568
379441153.754,6536
379441164.065274,748
379441178.002382,3619
379441188.497351,4734
379441191.146097,12940
379441204.341675,6559
379441221.746133,989
379441234.126994,12889
379441247.431492,1080
379441261.72692,9886
379441270.543871,175
379441280.64142,12869
379441296.716991,1500
379441307.816404,13579
379441319.995174,13741
379441329.824656,10796
379441348.687985,1810
379441360.50326,12937
379441369.758446,1144
379441386.391498,9861
379441392.890957,102
379441411.148323,349
379441431.472267,2323
379441437.3897,10182
379441454.510473,8394
379441471.277339,13258
379441482.579621,13886
379441490.854981,3462
379441497.062327,6683
379441510.860575,13170
379441511.664346,1735
379441527.14252,5461
